,Id_Buku,Isbn,Judul_Buku,Penulis,Tahun_Publikasi,Total_Ratings,Rataan_Rating,Jumlah_Halaman,Jumlah_Review,Format_Buku,Ebook,Penerbit,Jumlah_Penulis
185,262,1580086802,Pike Place Public Market Seafood Cookbook,['Braiden Rex-Johnson'],2005,22,3.83,129,2,Hardcover,False,Ten Speed Press,1
186,263,950678384,Art for Public Places: Critical Essays,['Malcolm Miles'],1989,4,4.25,244,1,Unknown Binding,False,Winchester School of Arts Press,1
187,264,141439637,The Portrait of a Lady,"['Henry James', 'Patricia Crick']",2003,60431,3.77,797,1879,Paperback,False,Penguin Classics,2
188,267,1882670965,Portrait of the Blue Lady: The Character of Melancholy,['Lyn Cowan'],2004,9,4.22,314,1,Paperback,False,"Spring Journal, Inc",1
189,268,192100386,The Portrait of a Lady,"['Henry James', 'John Updike']",1999,39,3.77,704,7,Hardcover,False,"Oxford University Press, USA",2
190,269,1593080964,The Portrait of a Lady,"['Henry James', 'Gabriel Brownstein', 'Mary Cregan']",2004,387,3.77,635,40,Paperback,False,Barnes  Noble Classics,3
191,270,618107355,The Portrait of a Lady,"['Henry James', 'Paul Lauter', 'Jan Cohn']",2001,135,3.77,640,3,Paperback,False,Wadsworth Publishing,3
192,271,521345081,New Essays on 'the Portrait of a Lady',"['Joel Porte', 'Emory Elliot']",2014,3,4.0,178,0,Hardcover,False,Cambridge University Press,2
193,275,375700528,The Lover,"['Marguerite Duras', 'Barbara Bray', 'Maxine Hong Kingston']",1998,22344,3.75,117,1369,Paperback,False,Pantheon Books,3
194,277,1571290532,Writing,['Marguerite Duras'],1999,734,3.76,91,41,Paperback,False,Brookline Books,1
195,278,1565842219,The War,"['Marguerite Duras', 'Barbara Bray', 'قلسم روبین']",1994,921,3.84,192,62,Paperback,False,The New Press,3
196,279,093961605X,Craniosacral Therapy II: Beyond the Dura,"['John E. Upledger', 'Lillian L. Bensky']",1990,44,4.32,259,1,Hardcover,False,Eastland Press,2
197,280,394743040,The Ravishing of Lol Stein,"['Marguerite Duras', 'Richard Seever']",1986,1967,3.67,181,124,Paperback,False,Pantheon,2
198,281,080215154X,"Destroy, She Said","['Marguerite Duras', 'Barbara Bray', 'Helen Lane Cumberford']",1986,535,3.68,133,40,Paperback,False,Grove Press,3
199,283,2070388093,L'Amant de la Chine du Nord,['Marguerite Duras'],2002,322,3.89,246,23,Paperback,False,Folio,1
200,284,806504102,A Treasury of Kahlil Gibran,"['Kahlil Gibran', 'Martin L. Wolf', 'Anthony R. Ferris']",1976,220,4.42,456,10,Paperback,False,Citadel Press,3
201,285,1851681825,Love Letters,"['Kahlil Gibran', 'Suheil Bushrui', 'Salma H. Al-Kuzbari']",1999,201,3.67,178,8,Hardcover,False,One World (UK),3
202,286,679440674,The Prophet,['Kahlil Gibran'],1995,790,4.23,128,47,Hardcover,False,Knopf,1
203,288,156656249X,Kahlil Gibran: His Life and World,"['Jean Gibran', 'جبران خليل جبران', 'Kahlil Gibran']",1998,33,4.2,464,2,Paperback,False,Interlink Publishing Group,3
204,289,014019553X,The Beloved: Reflections on the Path of the Heart,"['Kahlil Gibran', 'John Walbridge', 'Robin Waterfield']",1998,324,4.19,102,16,Paperback,False,Penguin Books,3
205,290,394431243,Jesus the Son of Man,"['Kahlil Gibran', 'جبران خليل جبران']",1995,1282,3.98,216,78,Hardcover,False,Knopf,2
206,291,806501901,The Broken Wings,"['Kahlil Gibran', 'جبران خليل جبران', 'Anthony R. Ferris']",2003,6258,3.92,132,498,Paperback,False,Citadel,3
207,292,067943920X,Sand and Foam,"['Kahlil Gibran', 'جبران خليل جبران']",2011,2913,4.08,100,209,Hardcover,False,Knopf,2
208,295,753453800,Treasure Island,"['Robert Louis Stevenson', 'بیتا ابراهیمی']",2001,304912,3.83,311,6253,Hardcover,False,Kingfisher,2
209,296,1402714572,Treasure Island,"['Robert Louis Stevenson', 'Scott McKowen']",2004,398,3.83,213,41,Hardcover,False,Sterling,2
210,297,1416500294,Treasure Island,['Robert Louis Stevenson'],2005,5914,3.83,245,267,Paperback,False,Simon & Schuster,1
211,298,689854684,Treasure Island,"['Robert Louis Stevenson', 'N.C. Wyeth', 'Timothy Meis']",2003,103,3.83,64,14,Hardcover,False,Atheneum Books for Young Readers,3
212,299,517221144,Treasure Island,"['Robert Louis Stevenson', 'Milo Winter']",2002,56,3.83,272,4,Hardcover,False,Gramercy Books,2
213,302,1577658051,Treasure Island (Great Illustrated Classics),"['Deidre S. Laiken', 'A.J. McAllister', 'Robert Louis Stevenson']",2006,88,4.04,232,15,Hardcover,False,Abdo Publishing Company,3
214,303,822013061,Cliffs Notes on Stevenson's Treasure Island and Kidnapped,['O.L. Mishk'],1974,5,4.6,80,0,Paperback,False,Cliffs Notes,1
215,304,037576013X,Daniel Deronda,"['George Eliot', 'Edmund White']",2002,20111,3.83,796,611,Paperback,False,Modern Library,2
216,305,1410223221,George Eliot and Judaism: An Attempt to Appreciate 'Daniel Deronda',['David Kaufmann'],2005,3,4.33,100,0,Paperback,False,University Press of the Pacific,1
217,306,521460646,Daniel Deronda Notebooks,"['George Eliot', 'Jane Irwin']",1996,18,3.7,524,0,Hardcover,False,Cambridge University Press,2
218,309,1404384618,"Daniel Deronda, V1",['George Eliot'],2003,5,4.33,384,2,Paperback,False,IndyPublish.com,1
219,312,789489104,Flight: 100 Years of Aviation,"['R.G. Grant', 'John R. Dailey']",2002,36,4.3,440,2,Hardcover,False,DK Publishing (Dorling Kindersley),2
220,313,933121180,100 Years of Lynchings,['Ralph Ginzburg'],1996,84,4.65,270,4,paper,False,Black Classic Press,1
221,314,590960016,If You Lived 100 Years Ago,"['Ann McGovern', 'Anna DiVito']",1999,124,3.92,80,19,Paperback,False,Scholastic Paperbacks,2
222,315,1586857614,Camp Cooking: 100 Years The National Museum of Forest Service History,['National Museum of Forest Service History'],2004,43,4.35,192,1,Spiral-bound,False,Gibbs Smith,1
223,317,9875570923,El Siglo del Espiritu Santo,['Vinson Synan'],2006,4,3.78,559,0,Hardcover,False,Vida Publishers,1
224,318,1886296316,The Next 100 Years: Predictions to the Nations and the Church of the 21st Century,['Dennis Cramer'],2004,10,4.0,133,2,Paperback,False,Arrow Publications,1
225,319,786853808,Disney,"['Dave   Smith', 'Steven B. Clark']",2003,12,3.97,224,1,Paperback,False,Disney Editions,2
226,320,60531045,One Hundred Years of Solitude,"['Gabriel García Márquez', 'Gregory Rabassa']",2003,554877,4.06,417,15926,Hardcover,False,Harper,2
227,323,805779892,Masterwork Studies Series: 100 Years of Solitude,['Regina Janes'],1991,197,4.07,176,14,Hardcover,False,Twayne Publishers,1
228,324,785950109,Cien años de soledad,['Gabriel García Márquez'],1990,58,4.06,448,7,Hardcover,False,French & European,1
229,325,8423919005,Cien años de soledad,['Gabriel García Márquez'],2000,76,4.06,456,8,Paperback,False,Espasa,1
230,327,805073698,Why Zebras Don't Get Ulcers,['Robert M. Sapolsky'],2004,6352,4.16,560,546,Paperback,False,Holt Paperbacks,1
231,328,1901983854,Chess for Zebras,['Jonathan Rowson'],2003,62,4.36,255,6,Paperback,False,Gambit Publications,1
232,329,809166496,What If the Zebras Lost Their Stripes?,"['John Reitano', 'William Wister Haines']",1998,68,4.2,32,13,Hardcover,False,Paulist Press,2
233,330,394800842,On Beyond Zebra!,['Dr. Seuss'],1955,2749,4.04,64,157,Hardcover,False,Random House Books for Young Readers,1
234,331,1581171048,Ziggy the Zebra,['Libby Ellis'],2000,12,4.0,14,0,Hardcover,False,Piggy Toes Press,1
235,332,821778250,The Wedding Clause,['Debbie Raleigh'],2005,92,3.57,256,11,Mass Market Paperback,False,Zebra,1
236,333,60733039,The Zebra Wall,['Kevin Henkes'],2005,209,3.46,147,23,Paperback,False,Greenwillow Books,1
237,334,1402734948,"""A"" Is for Zebra","['Mark Shulman', 'Tarnara Petrosino', 'Tamara Petrosino']",2006,50,3.76,32,21,Hardcover,False,Sterling,3
238,335,1563979802,Lots and Lots of Zebra Stripes,['Stephen R. Swinburne'],2002,30,3.73,32,6,Paperback,False,Boyds Mills Press,1
239,336,716727188,Why Zebras Don't Get Ulcers,"['Robert M. Sapolksy', 'Robert M. Sapolksy']",1995,56,4.16,367,7,Paperback,False,W.H. Freeman & Company,2
240,337,8432216062,El perfume: Historia de un asesino,['Patrick Süskind'],2002,4003,4.02,239,244,Paperback,False,Booket,1
241,338,553348981,Jitterbug Perfume,['Tom Robbins'],2003,4180,4.25,352,384,Paperback,False,Bantam,1
242,339,882669850,"Perfumes, Splashes  Colognes: Discovering and Crafting Your Personal Fragrances","['Nancy M. Booth', 'Casey Makela', 'Deborah Balmuth']",1997,59,3.61,176,2,Paperback,False,"Storey Publishing, LLC",3
243,340,1574325027,Wonderful World of Collecting Perfume Bottles: Identification & Value Guide,['Jane Flanagan'],2006,10,4.09,176,0,Hardcover,False,Collector Books,1
244,343,140120831,Perfume: The Story of a Murderer,"['Patrick Süskind', 'Gert Westphal', 'John E. Woods', 'Tevfik Turan', 'François Berland', 'Silvija Borovnik', 'Kerim Pereng']",1987,216980,4.02,263,7177,Paperback,False,Penguin Books,7
245,344,158685738X,Scents & Sensibilities: Creating Solid Perfumes for Well-Being,['Mandy Aftel'],2005,60,3.81,96,1,Hardcover,False,Gibbs Smith,1
247,348,345413997,The Door Into Summer,['Robert A. Heinlein'],1997,16873,4.01,304,631,Paperback,False,Del Rey,1
248,349,312863551,The Moon is a Harsh Mistress,['Robert A. Heinlein'],1997,3704,4.17,382,422,Paperback,False,Orb Books,1
249,350,441788386,Stranger in a Strange Land,['Robert A. Heinlein'],1991,244661,3.91,528,6037,Paperback,False,Ace,1
252,354,441748600,To Sail Beyond the Sunset,['Robert A. Heinlein'],1988,10197,3.87,434,187,Mass Market Paperback,False,Ace Books,1
253,355,345316509,Job: A Comedy of Justice,['Robert A. Heinlein'],1985,15695,3.78,439,429,Paperback,False,Del Rey,1
254,356,765314932,"Time for the Stars (Heinlein's Juveniles, #10)",['Robert A. Heinlein'],2006,6777,3.97,256,191,Hardcover,False,Tor Books,1
255,357,671742515,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",['Douglas Adams'],1991,66461,4.06,307,1357,Mass Market Paperback,False,Pocket Books,1
256,359,345455290,"The Salmon of Doubt (Dirk Gently, #3)",['Douglas Adams'],2005,21710,3.92,298,725,Mass Market Paperback,False,Del Rey,1
257,360,345418778,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",['Douglas Adams'],2000,72199,3.97,240,1262,Mass Market Paperback,False,Ballantine / Del Rey / Fawcett / Ivy,1
259,362,345476514,Wish You Were Here: The Official Biography of Douglas Adams,['Nick  Webb'],2005,2572,4.14,368,49,Paperback,False,Del Rey,1
261,366,881502642,Velvet: A Novel of Suspense,"['Alec Kalla', 'M.J. Sullivan']",1993,4,2.57,221,0,Hardcover,False,Foul Play Press,2
262,367,345368436,Douglas Adams's Starship Titanic,['Terry Jones'],1998,869,3.6,256,82,Paperback,False,Ballantine Books,1
263,371,345460952,The Salmon of Doubt,"['Douglas Adams', 'Terry Jones']",2003,244,3.92,299,17,Paperback,False,Ballantine Books,2
264,372,159777006X,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,"['Douglas Adams', 'Christopher Cerf', 'Simon  Jones']",2006,31,3.92,7,4,Audio CD,False,Phoenix Audio,3
265,374,1891867717,Salmon Doubts,['Adam Sacks'],2004,145,3.23,128,27,Paperback,False,Alternative Comics,1
266,377,1417622857,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,"['Douglas Adams', 'Christopher Cerf']",2003,5,3.92,336,0,Library Binding,False,Turtleback Books,2
267,378,394820371,The Phantom Tollbooth,"['Norton Juster', 'Jules Feiffer']",1996,208522,4.21,256,8367,Paperback,False,Random House Bullseye Books,2
268,379,1557344310,A Guide for Using the Phantom Tollbooth in the Classroom,"['Kathleen L. Bulloch', 'Theresa M. Wright']",1994,15,4.2,48,0,Paperback,False,Teacher Created Resources,2
269,380,793565561,A Colorful Symphony: Full Score,['Robert Xavier Rodríguez'],1997,1,5.0,68,1,Paperback,False,"G. Schirmer, Inc.",1
270,382,573650969,The Phantom Tollbooth: A Children's Play in Two Acts,"['Susan Nanus', 'Norton Juster']",2011,96,4.1,72,13,Paperback,False,"Samuel French, Inc.",2
271,385,691122946,On Bullshit,['Harry G. Frankfurt'],2005,8938,3.57,67,948,Hardcover,False,Princeton University Press,1
272,386,393329402,Another Bullshit Night in Suck City,['Nick Flynn'],2005,9128,3.78,347,897,Paperback,False,W. W. Norton & Company,1
273,387,60734795,100 Bullshit Jobs...And How to Get Them,['Stanley Bing'],2006,148,3.19,320,23,Hardcover,False,HarperBusiness,1
274,388,452287332,The Business of Bullshit,['Graham Edmonds'],2006,17,3.47,193,3,Paperback,False,Plume,1
275,389,141962461X,Bullshit Artist: The 9/11 Leadership Myth,['Ron Schalow'],2006,6,4.67,326,0,Paperback,False,Booksurge Publishing,1
276,390,1400081041,Your Call Is Important to Us: The Truth About Bullshit,['Laura Penny'],2006,264,3.41,272,32,Paperback,False,Broadway Books,1
277,392,1424124255,"Bullets, Badges, and Bullshit","[""Phil T. O'Brien""]",2006,2,5.0,444,0,Paperback,False,PublishAmerica,1
278,393,1597775320,"Hello, Lied the Agent: And Other Bullshit You Hear as a Hollywood TV Writer",['Ian Gurvitz'],2006,51,3.34,342,8,Hardcover,False,Phoenix Books and Audio,1
279,394,671867423,Lincoln at Gettysburg: The Words That Remade America,['Garry Wills'],1993,120,4.14,317,14,Paperback,False,Simon & Schuster,1
280,395,844400181,Lincoln's Gettysburg Address in Translation,"['Abraham Lincoln', 'Roy P. Basler']",1972,5,4.53,36,0,Hardcover,False,Library of Congress,2
281,397,395883970,The Gettysburg Address,"['Abraham Lincoln', 'Michael McCurdy']",1998,5035,4.53,32,71,Paperback,False,HMH Books for Young Readers,2
282,398,766022536,The Battle of Gettysburg and Lincoln's Gettyburg Address,['Carin T. Ford'],2004,8,3.88,48,2,Hardcover,False,Enslow Elementary,1
283,399,684848155,Underworld,['Don DeLillo'],1998,1479,3.92,827,169,Paperback,False,Scribner,1
284,400,140156046,Libra,['Don DeLillo'],1991,11489,3.99,480,543,Paperback,False,Penguin,1
285,402,140152741,Mao II,['Don DeLillo'],1992,8189,3.68,254,416,Paperback,False,Penguin Books,1
286,403,140119485,Americana,['Don DeLillo'],1989,371,3.43,377,54,Paperback,False,Penguin Books,1
287,404,679722947,Running Dog,['Don DeLillo'],1989,1306,3.43,256,71,Paperback,False,Vintage Contemporaries,1
288,405,679722920,Ratner's Star,['Don DeLillo'],1989,107,3.49,448,16,Paperback,False,Vintage,1
289,406,743244257,Cosmopolis,['Don DeLillo'],2004,454,3.22,224,41,Paperback,False,Scribner,1
290,407,140179178,Great Jones Street,['Don DeLillo'],1994,2408,3.48,272,135,Paperback,False,Penguin Books,1
291,408,679722955,The Names,['Don DeLillo'],1989,3018,3.64,339,206,Paperback,False,Vintage,1
292,409,159420120X,Against the Day,['Thomas Pynchon'],2006,5166,4.13,1085,572,Hardcover,False,Penguin Press,1
293,410,60930217,V.,['Thomas Pynchon'],2005,1372,3.96,547,175,Paperback,False,Harper Perennial Modern Classics,1
294,411,60931671,The Crying of Lot 49,['Thomas Pynchon'],1999,2137,3.69,152,223,Paperback,False,Harper Perennial,1
295,412,140283382,Gravity's Rainbow,['Thomas Pynchon'],2000,754,4.01,784,211,Paperback,False,Penguin Books,1
296,413,312423209,Mason & Dixon,['Thomas Pynchon'],2004,7849,4.06,773,578,Paperback,False,Picador USA,1
297,414,141180633,Vineland,['Thomas Pynchon'],1997,677,3.68,385,65,Paperback,False,Penguin Classics,1
298,415,143039946,Gravity's Rainbow,['Thomas Pynchon'],2006,28745,4.01,776,2063,Paperback,False,Penguin Books,1
299,416,316724432,Slow Learner: Early Stories,['Thomas Pynchon'],1985,327,3.5,193,31,Paperback,False,Back Bay Books,1
300,417,791074455,Thomas Pynchon (Bloom's Modern Critical Views),['Harold Bloom'],2003,20,3.6,322,1,Hardcover,False,Chelsea House Publications,1
301,418,140189300,Been Down So Long It Looks Like Up To Me,"['Richard Fariña', 'Thomas Pynchon']",1996,2395,3.8,352,216,Paperback,False,Penguin Classics,2
302,419,1400033934,Vintage Didion,['Joan Didion'],2004,388,4.09,199,24,Paperback,False,Vintage Books,1
303,420,140004314X,The Year of Magical Thinking,['Joan Didion'],2005,2545,3.89,227,327,Hardcover,False,Knopf Publishing Group,1
304,421,374522219,The White Album,['Joan Didion'],1990,10921,4.17,222,665,Paperback,False,Farrar Straus Giroux,1
305,422,679754865,A Book of Common Prayer,['Joan Didion'],1995,2838,3.8,272,241,Paperback,False,Vintage International,1
306,423,679752862,Where I Was From,['Joan Didion'],2004,2712,3.86,240,283,Paperback,False,Vintage,1
307,424,374521727,Slouching Towards Bethlehem,['Joan Didion'],1990,24892,4.22,238,1730,Paperback,False,Farrar Straus Giroux,1
308,425,679754857,Democracy,['Joan Didion'],1995,1989,3.81,234,165,Paperback,False,Vintage International,1
309,426,307264874,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,"['Joan Didion', 'John Leonard']",2006,1498,4.5,1122,107,Hardcover,False,Everyman's Library,2
310,427,679781803,Miami,['Joan Didion'],1998,1009,3.7,240,88,Paperback,False,Vintage,1
311,428,374529949,Play It As It Lays,"['Joan Didion', 'David Thomson']",2005,22334,3.87,231,1603,Paperback,False,"Farrar, Straus and Giroux",2
312,429,30554268,Amazons: An Intimate Memoir by the First Woman Ever to Play in the National Hockey League,['Cleo Birdwell'],1980,24,3.69,390,3,Unknown Binding,False,Holt McDougal,1
313,431,143039830,The New York Trilogy,"['Paul Auster', 'Art Spiegelman', 'Luc Sante']",2006,41611,3.89,308,1804,Paperback,False,Penguin Classics,3
314,432,140097317,"City of Glass (The New York Trilogy, #1)",['Paul Auster'],1987,11872,3.79,203,703,Paperback,False,Penguin Books,1
315,434,014009735X,"Ghosts (The New York Trilogy, #2)",['Paul Auster'],1987,3508,3.64,96,188,Paperback,False,Penguin Books,1
316,435,940650762,"The Locked Room (The New York Trilogy, #3)",['Paul Auster'],1986,2859,3.89,179,158,Hardcover,False,Sun and Moon Press,1
317,438,595002234,"New York Trilogy: New York Underground, Trapped, Love and Sex",['Paul Hallasy'],2000,2,5.0,156,0,Paperback,False,iUniverse,1
318,439,575074949,"New York Dreams (Virex Trilogy, #3)",['Eric Brown'],2004,30,3.84,336,1,Paperback,False,Gollancz,1
319,444,963188925,Pyramids of Montauk: Explorations in Consciousness,"['Peter Moon', 'Preston B. Nichols', 'Nina Helms']",1995,74,3.89,256,2,Paperback,False,Sky Books (NY),3
320,445,1590521307,"All My Tomorrows (The Orphan Trains Trilogy, #2)","['Al Lacy', 'JoAnna Lacy']",2003,163,3.95,352,14,Paperback,False,Multnomah,2
321,446,312426232,The Brooklyn Follies,['Paul Auster'],2006,17482,3.83,306,1133,Paperback,False,Picador,1
322,447,140115854,Moon Palace,['Paul Auster'],1990,15438,3.95,320,482,Paperback,False,Penguin Books,1
323,448,811215938,A Tomb for Anatole: Poetry,"['Stéphane Mallarmé', 'Paul Auster']",2005,107,4.37,202,15,Paperback,False,New Directions,2
324,449,312263996,Timbuktu,['Paul Auster'],2000,9298,3.68,181,601,Paperback,False,Picador,1
325,450,038077108X,Neon Lit: Paul Auster's City of Glass,"['Paul Karasik', 'David Mazzucchelli', 'Paul Auster', 'Bob Callahan']",1994,120,3.92,129,18,Paperback,False,Avon Books,4
327,452,140106286,The Invention of Solitude: A Memoir,['Paul Auster'],1988,158,3.79,192,11,Paperback,False,Penguin Books,1
328,453,140154078,The Music of Chance,['Paul Auster'],1991,354,3.9,217,35,Paperback,False,Penguin Books,1
329,454,805081453,Travels in the Scriptorium,['Paul Auster'],2007,6543,3.23,145,557,Hardcover,False,Henry Holt & Company,1
330,455,140097058,In the Country of Last Things,['Paul Auster'],1988,421,3.88,188,47,Paperback,False,Penguin Books,1
331,456,140178139,Leviathan,['Paul Auster'],1993,11367,3.95,275,423,Paperback,False,Penguin Books,1
332,459,394717481,The Random House Book of 20th Century French Poetry,['Paul Auster'],1984,158,4.56,690,11,Paperback,False,Vintage,1
333,460,080505667X,Paul Auster's New York - Promo: Mak.of Amer,"['Paul Auster', 'Frieder Blickle']",1997,50,3.89,97,2,Hardcover,False,Henry Holt & Company,2
