,Book_Title,Author,Rating,Score,People_Voted
860,The Timingila,Shon Mehta,4.29,298,"d
3 people voted
       "
861,Skippy Dies,Paul Murray,3.72,297,"d
3 people voted
       "
862,Missing You,Harlan Coben,3.96,297,"d
4 people voted
       "
863,Wraith (Nick Baron 0.5),James R. Hannibal,3.99,297,"d
3 people voted
       "
864,Lady Midnight (The Dark Artifices #1),Cassandra Clare,4.44,297,"d
6 people voted
       "
865,Reginald Bones (Reginald Bones #1),Lucian Bane,4.37,297,"d
3 people voted
       "
866,"All That Lives Must Die (Mortal Coils, #2)",Eric S. Nylund,4.32,296,"d
3 people voted
       "
867,"The Last Boyfriend (Inn BoonsBoro, #2)",Nora Roberts,4.08,296,"d
4 people voted
       "
868,Dark Age,Felix O. Hartmann,3.83,296,"d
3 people voted
       "
869,"The Fall of Five (Lorien Legacies, #4)",Pittacus Lore,4.23,294,"d
5 people voted
       "
870,"Shadow Maker (Nick Baron, #2)",James R. Hannibal,4.17,294,"d
3 people voted
       "
871,Children During the Holocaust,Patricia Heberer,4.09,293,"d
3 people voted
       "
872,"Blood Borne (Cathedral Chronicles, #1)",Elizabeth Wixley,4.53,293,"d
3 people voted
       "
873,"The Trouble with Playing Cupid (Cupid, #1)",Tamara Philip,3.98,293,"d
3 people voted
       "
874,Shadow Woman,Linda Howard,3.74,293,"d
3 people voted
       "
875,"Magic Bleeds (Kate Daniels, #4)",Ilona Andrews,4.46,293,"d
4 people voted
       "
876,Futuristic Violence and Fancy Suits,David  Wong,3.99,292,"d
3 people voted
       "
877,"Caraval (Caraval, #1)",Stephanie Garber,3.95,292,"d
3 people voted
       "
878,"First Grave on the Right (Charley Davidson, #1)",Darynda Jones,4.06,291,"d
5 people voted
       "
879,The Panopticon,Jenni Fagan,3.64,291,"d
5 people voted
       "
880,The Fish the Fighters and the Song-Girl,Janet E. Morris,4.69,291,"d
3 people voted
       "
881,Eileen,Ottessa Moshfegh,3.48,290,"d
4 people voted
       "
882,Orphan Train,Christina Baker Kline,4.16,290,"d
4 people voted
       "
883,Norse Mythology,Neil Gaiman,4.09,290,"d
3 people voted
       "
884,Sensual Desires (Amatore's Restaurant #2),James Sillwood,4.65,289,"d
3 people voted
       "
885,"The Atlantis Complex (Artemis Fowl, #7)",Eoin Colfer,3.97,289,"d
3 people voted
       "
886,Clandestine Liaisons (Amatore's Restaurant #3),James Sillwood,4.60,288,"d
3 people voted
       "
887,The Heart's Invisible Furies,John Boyne,4.47,288,"d
3 people voted
       "
888,"Boxer, Beetle",Ned Beauman,3.53,287,"d
4 people voted
       "
889,"Lady Isabella's Scandalous Marriage (MacKenzies & McBrides, #2)",Jennifer Ashley,3.94,286,"d
3 people voted
       "
890,The Martian,Andy Weir,4.40,285,"d
4 people voted
       "
891,Good Oil,Laura Buzo,3.52,284,"d
3 people voted
       "
892,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",Jim Butcher,4.25,284,"d
4 people voted
       "
893,Mincinoșii,E. Lockhart,3.84,284,"d
4 people voted
       "
894,"The Diviners (The Diviners, #1)",Libba Bray,3.97,284,"d
3 people voted
       "
895,Grief is the Thing with Feathers,Max Porter,3.88,284,"d
3 people voted
       "
896,"Fablehaven: The Complete Series Boxed Set (Fablehaven, #1-5)",Brandon Mull,4.59,283,"d
3 people voted
       "
897,Faithful,Alice Hoffman,3.99,283,"d
4 people voted
       "
898,Life in Motion: An Unlikely Ballerina,Misty Copeland,3.87,282,"d
4 people voted
       "
899,"Significance (Significance, #1)",Shelly Crane,4.12,282,"d
4 people voted
       "
900,George,Alex Gino,4.05,282,"d
3 people voted
       "
901,"The Mystery Knight (The Tales of Dunk and Egg, #3)",George R.R. Martin,4.21,282,"d
3 people voted
       "
902,Lost for Words,Edward St. Aubyn,3.27,281,"d
4 people voted
       "
903,Why Not Me?,Mindy Kaling,3.90,281,"d
5 people voted
       "
904,"The Girl in the Ice (Detective Erika Foster, #1)",Robert Bryndza,3.94,281,"d
3 people voted
       "
905,"The Rook (The Checquy Files, #1)",Daniel O'Malley,4.12,281,"d
3 people voted
       "
906,"Point of No Return (Kathleen Turner, #5)",Tiffany Snow,4.33,280,"d
3 people voted
       "
907,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,4.16,280,"d
4 people voted
       "
908,"Rebel Belle (Rebel Belle, #1)",Rachel Hawkins,3.85,279,"d
4 people voted
       "
909,"A Local Habitation (October Daye, #2)",Seanan McGuire,3.90,279,"d
4 people voted
       "
910,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,Jane Mayer,4.35,279,"d
3 people voted
       "
911,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.16,279,"d
4 people voted
       "
912,"Origin (Lux, #4)",Jennifer L. Armentrout,4.41,278,"d
5 people voted
       "
913,"Taken at Dusk (Shadow Falls, #3)",C.C. Hunter,4.32,277,"d
6 people voted
       "
914,Public Library and Other Stories,Ali Smith,3.50,277,"d
3 people voted
       "
915,We the Animals,Justin Torres,3.65,276,"d
4 people voted
       "
916,Hag-Seed: The Tempest Retold,Margaret Atwood,3.86,276,"d
3 people voted
       "
917,"Awake at Dawn (Shadow Falls, #2)",C.C. Hunter,4.28,275,"d
6 people voted
       "
918,The Secret Lives of People - Real Diary Excerpts from Modern Day America,L.M. Hughes,3.09,275,"d
3 people voted
       "
919,Artful,Ali Smith,4.02,274,"d
4 people voted
       "
920,"Citadel (Languedoc, #3)",Kate Mosse,3.93,274,"d
3 people voted
       "
921,The Shock of the Fall,Nathan Filer,3.77,274,"d
3 people voted
       "
922,Station Eleven,Emily St. John Mandel,4.03,273,"d
3 people voted
       "
923,Birthmarked (Birthmarked #1),Caragh M. O'Brien,3.89,272,"d
5 people voted
       "
924,The Flame Alphabet,Ben Marcus,2.88,272,"d
4 people voted
       "
925,The Bookman’s Tale,Charlie Lovett,3.75,272,"d
4 people voted
       "
926,Catastrophe: Europe Goes To War 1914,Max Hastings,4.06,272,"d
3 people voted
       "
927,"Deadline (Newsflesh Trilogy, #2)",Mira Grant,4.10,272,"d
4 people voted
       "
928,What is Not Yours is Not Yours,Helen Oyeyemi,3.64,272,"d
3 people voted
       "
929,"Think of a Number (Dave Gurney, #1)",John Verdon,3.84,272,"d
3 people voted
       "
930,"Ink and Bone (The Great Library, #1)",Rachel Caine,3.96,272,"d
3 people voted
       "
931,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.09,272,"d
3 people voted
       "
932,The Finkler Question,Howard Jacobson,2.78,271,"d
2 people voted
       "
933,The Legacy,Katherine Webb,3.69,271,"d
3 people voted
       "
934,"One Salt Sea (October Daye, #5)",Seanan McGuire,4.32,271,"d
4 people voted
       "
935,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,3.87,271,"d
3 people voted
       "
936,"Someday, Someday, Maybe",Lauren Graham,3.51,271,"d
3 people voted
       "
937,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",Terry Pratchett,4.35,271,"d
3 people voted
       "
938,Bellweather Rhapsody,Kate Racculia,3.78,270,"d
3 people voted
       "
939,The Devil's Prayer,Luke Gracias,3.99,269,"d
3 people voted
       "
940,Memory of Water,Emmi Itäranta,3.71,268,"d
3 people voted
       "
941,This Time Together: Laughter and Reflection,Carol Burnett,4.07,267,"d
3 people voted
       "
942,Kill Decision,Daniel Suarez,3.96,267,"d
4 people voted
       "
943,Jane Austen's England,Roy A. Adkins,3.78,267,"d
3 people voted
       "
944,"Chimes at Midnight (October Daye, #7)",Seanan McGuire,4.37,267,"d
4 people voted
       "
945,Djibouti,Elmore Leonard,2.99,267,"d
3 people voted
       "
946,Kyland,Mia Sheridan,4.34,267,"d
3 people voted
       "
947,"Waking Gods (Themis Files, #2)",Sylvain Neuvel,4.05,267,"d
3 people voted
       "
948,2312,Kim Stanley Robinson,3.44,265,"d
3 people voted
       "
949,The Grand Design,Stephen Hawking,4.04,265,"d
4 people voted
       "
950,Flash Boys: A Wall Street Revolt,Michael   Lewis,4.14,265,"d
3 people voted
       "
951,Care of Wooden Floors,Will Wiles,3.30,264,"d
3 people voted
       "
952,"The Sins of the Father (The Clifton Chronicles, #2)",Jeffrey Archer,4.05,264,"d
4 people voted
       "
953,The Shallows: What the Internet is Doing to Our Brains,Nicholas Carr,3.87,263,"d
3 people voted
       "
954,"Nightshade (Nightshade, #1; Nightshade World, #4)",Andrea Cremer,4.03,263,"d
3 people voted
       "
955,"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,eall,263,"d
5 people voted
       "
956,"Assassin's Fate (The Fitz and the Fool, #3)",Robin Hobb,4.64,263,"d
3 people voted
       "
957,Elizabeth the Queen: The Life of a Modern Monarch,Sally Bedell Smith,3.87,262,"d
4 people voted
       "
958,"Moonbreeze (The Dragonian, #4)",Adrienne Woods,4.21,262,"d
3 people voted
       "
959,One More Thing: Stories and Other Stories,B.J. Novak,3.67,262,"d
3 people voted
       "
960,"One Crazy Summer (Gaither Sisters, #1)",Rita Williams-Garcia,3.98,261,"d
3 people voted
       "
961,The Teleportation Accident,Ned Beauman,3.44,261,"d
4 people voted
       "
962,Somewhere Beneath Those Waves,Sarah Monette,4.11,261,"d
3 people voted
       "
963,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.67,261,"d
4 people voted
       "
964,"Fool's Assassin (The Fitz and the Fool, #1)",Robin Hobb,4.37,261,"d
4 people voted
       "
965,Gwendy's Button Box,Stephen King,3.90,261,"d
3 people voted
       "
966,The End: The Defiance and Destruction of Hitler's Germany 1944-45,Ian Kershaw,4.11,260,"d
3 people voted
       "
967,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,4.33,260,"d
3 people voted
       "
968,The Shoemaker's Wife,Adriana Trigiani,3.99,259,"d
5 people voted
       "
969,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",Terry Pratchett,4.36,259,"d
3 people voted
       "
970,Hunger Makes Me a Modern Girl,Carrie Brownstein,3.86,258,"d
3 people voted
       "
971,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",Liz Murray,4.21,258,"d
3 people voted
       "
972,"Between the Lines (Between the Lines, #1)",Jodi Picoult,3.58,258,"d
3 people voted
       "
973,"My Familiar Stranger (Knights of Black Swan, #1)",Victoria Danann,3.91,257,"d
3 people voted
       "
974,"American Conspiracies: Lies, Lies, and More Dirty Lies that the Government Tells Us",Jesse Ventura,3.58,255,"d
3 people voted
       "
975,"Kade's Turn (Kathleen Turner, #2.5)",Tiffany Snow,4.35,255,"d
3 people voted
       "
976,"Odinsbarn (Ravneringene, #1)",Siri Pettersen,4.19,255,"d
3 people voted
       "
977,The Childhood of Jesus,J.M. Coetzee,3.41,254,"d
3 people voted
       "
978,"I Hunt Killers (I Hunt Killers, #1)",Barry Lyga,4.02,254,"d
3 people voted
       "
979,"The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson,4.08,254,"d
3 people voted
       "
980,The Moor's Account,Laila Lalami,3.99,254,"d
3 people voted
       "
981,"The Hollow Boy (Lockwood & Co., #3)",Jonathan Stroud,4.37,254,"d
3 people voted
       "
982,The Ministry of Utmost Happiness,Arundhati Roy,3.48,254,"d
3 people voted
       "
983,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,4.51,254,"d
3 people voted
       "
984,Maybe This Time,Jennifer Crusie,3.72,253,"d
4 people voted
       "
985,New York 2140,Kim Stanley Robinson,3.55,253,"d
3 people voted
       "
986,De kindertrein,Christina Baker Kline,4.16,252,"d
3 people voted
       "
987,"Fracture (Night School, #3)",C.J. Daugherty,4.12,251,"d
3 people voted
       "
988,Area 51: An Uncensored History of America's Top Secret Military Base,Annie Jacobsen,3.76,250,"d
3 people voted
       "
989,Contested Will: Who Wrote Shakespeare?,James Shapiro,3.99,249,"d
3 people voted
       "
990,Gain,Richard Powers,3.77,249,"d
2 people voted
       "
991,Two Brothers,Ben Elton,4.33,249,"d
3 people voted
       "
992,"The Whispering Skull (Lockwood & Co., #2)",Jonathan Stroud,4.32,249,"d
3 people voted
       "
993,"Best Kept Secret (The Clifton Chronicles, #3)",Jeffrey Archer,3.97,248,"d
4 people voted
       "
994,"Cold Wind (Joe Pickett, #11)",C.J. Box,4.20,247,"d
3 people voted
       "
995,My Real Children,Jo Walton,3.78,247,"d
3 people voted
       "
996,"Shades of Milk and Honey (Glamourist Histories, #1)",Mary Robinette Kowal,3.50,247,"d
3 people voted
       "
997,"The Mime Order (The Bone Season, #2)",Samantha Shannon,4.19,247,"d
3 people voted
       "
998,Hollow Earth,John Barrowman,3.91,245,"d
3 people voted
       "
999,The Violets of March,Sarah Jio,3.80,245,"d
4 people voted
       "
1000,Small Great Things,Jodi Picoult,4.34,244,"d
3 people voted
       "
1001,The Gene: An Intimate History,Siddhartha Mukherjee,4.37,244,"d
3 people voted
       "
1002,At Last,Edward St. Aubyn,3.93,243,"d
3 people voted
       "
1003,Abundance: The Future Is Better Than You Think,Peter H. Diamandis,4.11,243,"d
3 people voted
       "
1004,"Police (Harry Hole, #10)",Jo Nesbø,4.23,243,"d
3 people voted
       "
1005,"Starters (Starters, #1)",Lissa Price,3.90,241,"d
3 people voted
       "
1006,"Captain Vorpatril's Alliance (Vorkosigan Saga, #15)",Lois McMaster Bujold,4.20,241,"d
4 people voted
       "
1007,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Conor Grennan,4.27,239,"d
3 people voted
       "
1008,"Necessary Lies (Necessary Lies, #1)",Diane Chamberlain,4.23,239,"d
4 people voted
       "
1009,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,4.11,239,"d
3 people voted
       "
1010,"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris,3.89,239,"d
3 people voted
       "
1011,A Sick Day for Amos McGee,Philip C. Stead,4.27,238,"d
3 people voted
       "
1012,The Greater Journey: Americans in Paris,David McCullough,3.91,238,"d
3 people voted
       "
1013,Dangerous Girls,Abigail Haas,4.10,238,"d
3 people voted
       "
1014,"Magic Breaks (Kate Daniels, #7)",Ilona Andrews,4.52,238,"d
3 people voted
       "
1015,"Dorothy Must Die (Dorothy Must Die, #1)",Danielle  Paige,3.83,238,"d
4 people voted
       "
1016,"Effortless (Thoughtless, #2)",S.C. Stephens,4.36,237,"d
3 people voted
       "
1017,Aurora,Kim Stanley Robinson,3.74,237,"d
3 people voted
       "
1018,Uprooted,Naomi Novik,4.10,237,"d
3 people voted
       "
1019,"Dark Descendant (Nikki Glass, #1)",Jenna Black,3.78,234,"d
3 people voted
       "
1020,The Folded Earth,Anuradha Roy,3.53,234,"d
3 people voted
       "
1021,The Meursault Investigation,Kamel Daoud,3.49,234,"d
3 people voted
       "
1022,All the Ugly and Wonderful Things,Bryn Greenwood,4.07,234,"d
3 people voted
       "
1023,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,4.53,233,"d
3 people voted
       "
1024,Flood of Fire,Amitav Ghosh,4.11,231,"d
3 people voted
       "
1025,Life on Mars,Tracy K. Smith,4.10,230,"d
3 people voted
       "
1026,Resistance (Night School #4),C.J. Daugherty,4.21,230,"d
3 people voted
       "
1027,"Night School (Night School, #1)",C.J. Daugherty,4.03,229,"d
3 people voted
       "
1028,"Behemoth (Leviathan, #2)",Scott Westerfeld,4.18,229,"d
3 people voted
       "
1029,The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,4.19,227,"d
3 people voted
       "
1030,"Live by Night (Coughlin, #2)",Dennis Lehane,3.89,227,"d
3 people voted
       "
1031,"Jo Nesbø Collection: The Redbreast, The Snowman, The Devil's Star",Jo Nesbø,4.34,227,"d
3 people voted
       "
1032,"Catch Me (Detective D.D. Warren, #6)",Lisa Gardner,4.18,227,"d
3 people voted
       "
1033,At the Water's Edge,Sara Gruen,3.66,227,"d
3 people voted
       "
1034,"The Grimm Legacy (The Grimm Legacy, #1)",Polly Shulman,3.88,227,"d
3 people voted
       "
1035,Barracuda,Christos Tsiolkas,3.65,226,"d
3 people voted
       "
1036,"Promise of Blood (Powder Mage, #1)",Brian  McClellan,4.16,226,"d
3 people voted
       "
1037,"Ten Thousand Skies Above You (Firebird, #2)",Claudia Gray,4.09,226,"d
3 people voted
       "
1038,"Shadow of Night (All Souls Trilogy, #2)",Deborah Harkness,4.07,226,"d
3 people voted
       "
1039,"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",Bill Browder,4.39,226,"d
3 people voted
       "
1040,The Dorito Effect: The Surprising New Truth About Food and Flavor,Mark Schatzker,4.01,224,"d
3 people voted
       "
1041,"The Quantum Thief (Jean le Flambeur, #1)",Hannu Rajaniemi,3.83,223,"d
3 people voted
       "
1042,Área 81,Stephen King,3.64,222,"d
3 people voted
       "
1043,The Transhumanist Wager,Zoltan Istvan,3.51,222,"d
2 people voted
       "
1044,Never Look Away,Linwood Barclay,eall,222,"d
3 people voted
       "
1045,The Secret Wisdom of the Earth,Christopher Scotton,4.09,222,"d
3 people voted
       "
1046,"Lawrence in Arabia: War, Deceit, Imperial Folly, and the Making of the Modern Middle East",Scott Anderson,4.14,222,"d
3 people voted
       "
1047,The Lake of Dreams,Kim Edwards,3.18,221,"d
3 people voted
       "
1048,Pigeon English,Stephen Kelman,3.52,221,"d
3 people voted
       "
1049,"Scarlet (Scarlet, #1)",A.C. Gaughen,3.94,221,"d
4 people voted
       "
1050,"Blood of the Demon (Kara Gillian, #2)",Diana Rowland,4.05,221,"d
3 people voted
       "
1051,The Sleepwalkers: How Europe Went to War in 1914,Christopher   Clark,4.20,220,"d
3 people voted
       "
1052,Can't and Won't,Lydia Davis,3.62,220,"d
3 people voted
       "
1053,Blue Nights,Joan Didion,3.81,220,"d
4 people voted
       "
1054,"The Thousand-Dollar Tan Line (Veronica Mars, #1)",Rob Thomas,3.98,219,"d
4 people voted
       "
1055,Some Assembly Required: A Journal of My Son's First Son,Anne Lamott,3.65,217,"d
3 people voted
       "
1056,"First Days (The Ghost Bird, #2)",C.L. Stone,4.37,217,"d
4 people voted
       "
