movie,year,income,variable,value
Captain Phillips,2013,107.1,Second genre, Drama
Captain Phillips,2013,107.1,Last genre,Thriller
Black Swan,2010,106.95,First genre,Drama
Black Swan,2010,106.95,Second genre, Thriller            
Black Swan,2010,106.95,Last genre,
300: Rise of an Empire,2014,106.58,First genre,Action
300: Rise of an Empire,2014,106.58,Second genre, Fantasy            
300: Rise of an Empire,2014,106.58,Last genre,
The Lego Movie 2: The Second Part,2019,105.81,First genre,Animation
The Lego Movie 2: The Second Part,2019,105.81,Second genre, Action
The Lego Movie 2: The Second Part,2019,105.81,Last genre,Adventure
Robin Hood,2010,105.27,First genre,Action
Robin Hood,2010,105.27,Second genre, Drama
Robin Hood,2010,105.27,Last genre,History
Pitch Perfect 3,2017,104.9,First genre,Comedy
Pitch Perfect 3,2017,104.9,Second genre, Music            
Pitch Perfect 3,2017,104.9,Last genre,
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,104.39,First genre,Adventure
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,104.39,Second genre, Family
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,104.39,Last genre,Fantasy
Daddy's Home Two,2017,104.03,First genre,Comedy
Daddy's Home Two,2017,104.03,Second genre,
Daddy's Home Two,2017,104.03,Last genre,
Paranormal Activity 3,2011,104.01,First genre,Horror
Paranormal Activity 3,2011,104.01,Second genre, Mystery
Paranormal Activity 3,2011,104.01,Last genre,Thriller
Journey 2: The Mysterious Island,2012,103.86,First genre,Action
Journey 2: The Mysterious Island,2012,103.86,Second genre, Adventure
Journey 2: The Mysterious Island,2012,103.86,Last genre,Comedy
The Mule,2018,103.8,First genre,Crime
The Mule,2018,103.8,Second genre, Drama
The Mule,2018,103.8,Last genre,Thriller
Rise of the Guardians,2012,103.41,First genre,Animation
Rise of the Guardians,2012,103.41,Second genre, Action
Rise of the Guardians,2012,103.41,Last genre,Adventure
Independence Day: Resurgence,2016,103.14,First genre,Action
Independence Day: Resurgence,2016,103.14,Second genre, Adventure
Independence Day: Resurgence,2016,103.14,Last genre,Sci-Fi
The Expendables,2010,103.07,First genre,Action
The Expendables,2010,103.07,Second genre, Adventure
The Expendables,2010,103.07,Last genre,Thriller
Just Go with It,2011,103.03,First genre,Comedy
Just Go with It,2011,103.03,Second genre, Romance            
Just Go with It,2011,103.03,Last genre,
Murder on the Orient Express,2017,102.83,First genre,Crime
Murder on the Orient Express,2017,102.83,Second genre, Drama
Murder on the Orient Express,2017,102.83,Last genre,Mystery
The Girl with the Dragon Tattoo,2011,102.52,First genre,Crime
The Girl with the Dragon Tattoo,2011,102.52,Second genre, Drama
The Girl with the Dragon Tattoo,2011,102.52,Last genre,Mystery
The Conjuring 2,2016,102.47,First genre,Horror
The Conjuring 2,2016,102.47,Second genre, Mystery
The Conjuring 2,2016,102.47,Last genre,Thriller
The Maze Runner,2014,102.43,First genre,Action
The Maze Runner,2014,102.43,Second genre, Mystery
The Maze Runner,2014,102.43,Last genre,Sci-Fi
Annabelle: Creation,2017,102.09,First genre,Horror
Annabelle: Creation,2017,102.09,Second genre, Mystery
Annabelle: Creation,2017,102.09,Last genre,Thriller
The Equalizer 2,2018,102.08,First genre,Action
The Equalizer 2,2018,102.08,Second genre, Crime
The Equalizer 2,2018,102.08,Last genre,Thriller
Bad Grandpa,2013,102.0,First genre,Comedy
Bad Grandpa,2013,102.0,Second genre,
Bad Grandpa,2013,102.0,Last genre,
Pacific Rim,2013,101.8,First genre,Action
Pacific Rim,2013,101.8,Second genre, Adventure
Pacific Rim,2013,101.8,Last genre,Sci-Fi
The Equalizer,2014,101.53,First genre,Action
The Equalizer,2014,101.53,Second genre, Crime
The Equalizer,2014,101.53,Last genre,Thriller
This Is the End,2013,101.47,First genre,Comedy
This Is the End,2013,101.47,Second genre, Fantasy            
This Is the End,2013,101.47,Last genre,
Noah,2014,101.2,First genre,Action
Noah,2014,101.2,Second genre, Adventure
Noah,2014,101.2,Last genre,Drama
Arrival,2016,100.55,First genre,Drama
Arrival,2016,100.55,Second genre, Mystery
Arrival,2016,100.55,Last genre,Sci-Fi
Due Date,2010,100.54,First genre,Adventure
Due Date,2010,100.54,Second genre, Comedy            
